region_id,year,support_category,budget_group,committed_supports,payments
R018,2024,Consumables,Core,5930153.41,5283836.6
R018,2024,Transport,Core,15461537.45,13729719.49
R018,2024,Support Coordination,Capacity Building,25013068.51,20154650.29
R018,2024,Improved Daily Living,Capacity Building,18393432.72,15286507.35
R018,2024,Finding & Keeping a Job,Capacity Building,24731266.58,18956632.36
R018,2024,Improved Health & Wellbeing,Capacity Building,33883860.9,30457987.29
R018,2024,Assistive Technology,Capital,16853916.13,12641503.44
R018,2024,Home Modifications,Capital,2934514.04,1979152.8
R019,2020,Assistance with Daily Life,Core,25596043.46,22899916.71
R019,2020,Social & Community Participation,Core,29914644.45,25032544.7
R019,2020,Consumables,Core,4950855.0,4195127.65
R019,2020,Transport,Core,18901997.07,16995040.86
R019,2020,Support Coordination,Capacity Building,23289097.15,17956141.33
R019,2020,Improved Daily Living,Capacity Building,19742922.06,16333529.89
R019,2020,Finding & Keeping a Job,Capacity Building,26030837.41,19531742.89
R019,2020,Improved Health & Wellbeing,Capacity Building,40801307.39,35870821.72
R019,2020,Assistive Technology,Capital,17817449.25,13167188.24
R019,2020,Home Modifications,Capital,4630582.69,3049824.05
R019,2021,Assistance with Daily Life,Core,27501062.59,25075184.74
R019,2021,Social & Community Participation,Core,31611745.66,26520003.41
R019,2021,Consumables,Core,6203386.32,5396607.8
R019,2021,Transport,Core,20188631.56,16860136.73
R019,2021,Support Coordination,Capacity Building,33178842.08,25910057.52
R019,2021,Improved Daily Living,Capacity Building,18035312.34,15495684.29
R019,2021,Finding & Keeping a Job,Capacity Building,39364757.64,30272350.89
R019,2021,Improved Health & Wellbeing,Capacity Building,46206040.89,40846352.82
R019,2021,Assistive Technology,Capital,22149815.83,17624556.18
R019,2021,Home Modifications,Capital,4085226.15,2964084.41
R019,2022,Assistance with Daily Life,Core,34149041.67,28892990.29
R019,2022,Social & Community Participation,Core,32250160.47,27745525.04
R019,2022,Consumables,Core,6113772.89,5497369.15
R019,2022,Transport,Core,29921804.62,26822381.51
R019,2022,Support Coordination,Capacity Building,36493753.64,27686280.52
R019,2022,Improved Daily Living,Capacity Building,19258552.67,16115408.85
R019,2022,Finding & Keeping a Job,Capacity Building,38417440.19,26810720.07
R019,2022,Improved Health & Wellbeing,Capacity Building,48186444.82,43458397.79
R019,2022,Assistive Technology,Capital,25040970.49,18664564.49
R019,2022,Home Modifications,Capital,4811697.77,3344587.67
R019,2023,Assistance with Daily Life,Core,42625547.73,39640545.17
R019,2023,Social & Community Participation,Core,35218565.36,31688632.67
R019,2023,Consumables,Core,7073594.33,6655240.41
R019,2023,Transport,Core,33042027.23,30275672.41
R019,2023,Support Coordination,Capacity Building,37600666.03,29272052.46
R019,2023,Improved Daily Living,Capacity Building,24978837.48,21907037.94
R019,2023,Finding & Keeping a Job,Capacity Building,38015584.13,29550600.4
R019,2023,Improved Health & Wellbeing,Capacity Building,76953292.02,69484572.15
R019,2023,Assistive Technology,Capital,27662681.07,22195364.9
R019,2023,Home Modifications,Capital,6359675.52,4783232.03
R019,2024,Assistance with Daily Life,Core,42382951.93,37923767.16
R019,2024,Social & Community Participation,Core,46207350.23,42697143.58
R019,2024,Consumables,Core,10629351.44,9244162.66
R019,2024,Transport,Core,35982942.44,33088868.15
R019,2024,Support Coordination,Capacity Building,43946575.29,35620562.32
R019,2024,Improved Daily Living,Capacity Building,28909891.23,25907535.17
R019,2024,Finding & Keeping a Job,Capacity Building,45584175.98,35393661.01
R019,2024,Improved Health & Wellbeing,Capacity Building,73797105.08,65875627.56
R019,2024,Assistive Technology,Capital,32198485.68,25726466.01
R019,2024,Home Modifications,Capital,5863774.51,4196793.96
R020,2020,Assistance with Daily Life,Core,105790140.2,98431259.18
R020,2020,Social & Community Participation,Core,145322839.8,128968088.42
R020,2020,Consumables,Core,23696279.18,22025129.23
R020,2020,Transport,Core,79074188.84,72383316.54
R020,2020,Support Coordination,Capacity Building,103341520.18,87125175.68
R020,2020,Improved Daily Living,Capacity Building,97127362.99,87245499.94
R020,2020,Finding & Keeping a Job,Capacity Building,133394852.14,102818181.99
R020,2020,Improved Health & Wellbeing,Capacity Building,228617488.4,219543672.03
R020,2020,Assistive Technology,Capital,78052666.36,61882603.15
R020,2020,Home Modifications,Capital,16802372.34,12736560.26
R020,2021,Assistance with Daily Life,Core,153118779.32,146873340.6
R020,2021,Social & Community Participation,Core,142172836.12,124159303.34
R020,2021,Consumables,Core,23516131.43,20729837.15
R020,2021,Transport,Core,90667313.79,83709461.12
R020,2021,Support Coordination,Capacity Building,117425302.98,97090056.93
R020,2021,Improved Daily Living,Capacity Building,102359403.49,90550577.42
R020,2021,Finding & Keeping a Job,Capacity Building,157222469.68,121837692.84
R020,2021,Improved Health & Wellbeing,Capacity Building,209805828.36,199123721.34
R020,2021,Assistive Technology,Capital,97922906.68,78135094.15
R020,2021,Home Modifications,Capital,21693867.41,16457271.54
R020,2022,Assistance with Daily Life,Core,136786683.99,133094881.01
R020,2022,Social & Community Participation,Core,181094432.55,177472543.9
R020,2022,Consumables,Core,31880382.57,30746879.69
R020,2022,Transport,Core,123290757.42,118881597.89
R020,2022,Support Coordination,Capacity Building,121992048.71,100426347.19
R020,2022,Improved Daily Living,Capacity Building,86177776.54,80129073.51
R020,2022,Finding & Keeping a Job,Capacity Building,164193733.98,136577354.83
R020,2022,Improved Health & Wellbeing,Capacity Building,274611914.95,255489981.32
R020,2022,Assistive Technology,Capital,114045591.87,90015270.56
R020,2022,Home Modifications,Capital,20445540.83,16081008.98
R020,2023,Assistance with Daily Life,Core,154058770.08,137206309.64
R020,2023,Social & Community Participation,Core,147905422.9,135384461.36
R020,2023,Consumables,Core,32764060.98,30300109.9
R020,2023,Transport,Core,136873638.29,133914405.34
R020,2023,Support Coordination,Capacity Building,186073203.83,160596358.75
R020,2023,Improved Daily Living,Capacity Building,99035395.69,90225956.49
R020,2023,Finding & Keeping a Job,Capacity Building,193376894.21,152476756.85
R020,2023,Improved Health & Wellbeing,Capacity Building,334368815.95,315544824.89
R020,2023,Assistive Technology,Capital,111829886.61,91937994.66
R020,2023,Home Modifications,Capital,29363051.08,21310761.98
R020,2024,Assistance with Daily Life,Core,200499449.13,196489460.14
R020,2024,Social & Community Participation,Core,225474580.24,220965088.63
R020,2024,Consumables,Core,34616839.35,33924502.56
R020,2024,Transport,Core,122330644.26,111023343.26
R020,2024,Support Coordination,Capacity Building,199131003.62,175181495.51
R020,2024,Improved Daily Living,Capacity Building,138531948.53,135761309.56
R020,2024,Finding & Keeping a Job,Capacity Building,238138070.04,189020418.78
R020,2024,Improved Health & Wellbeing,Capacity Building,365956691.16,350699450.21
R020,2024,Assistive Technology,Capital,119118960.39,97165838.99
R020,2024,Home Modifications,Capital,31775533.49,23927785.14
R021,2020,Assistance with Daily Life,Core,61676166.09,56629425.78
R021,2020,Social & Community Participation,Core,64503826.68,60225360.09
R021,2020,Consumables,Core,16669275.65,15293829.15
R021,2020,Transport,Core,62630068.43,56181498.12
R021,2020,Support Coordination,Capacity Building,77731820.9,62362228.48
R021,2020,Improved Daily Living,Capacity Building,56811721.44,50439939.32
R021,2020,Finding & Keeping a Job,Capacity Building,84243360.67,66986133.15
R021,2020,Improved Health & Wellbeing,Capacity Building,140733972.56,130887740.92
R021,2020,Assistive Technology,Capital,44957533.35,35344446.15
R021,2020,Home Modifications,Capital,9995474.44,7323175.7
R021,2021,Assistance with Daily Life,Core,92431887.92,88102672.34
R021,2021,Social & Community Participation,Core,78637372.13,75568480.58
R021,2021,Consumables,Core,19790698.75,18842002.21
R021,2021,Transport,Core,63301637.43,60414589.61
R021,2021,Support Coordination,Capacity Building,85560284.72,71943212.03
R021,2021,Improved Daily Living,Capacity Building,55633912.36,49496704.76
R021,2021,Finding & Keeping a Job,Capacity Building,101944392.14,76922805.86
R021,2021,Improved Health & Wellbeing,Capacity Building,117437701.8,105184535.5
R021,2021,Assistive Technology,Capital,63728901.9,53072353.33
R021,2021,Home Modifications,Capital,9796090.62,7057256.91
R021,2022,Assistance with Daily Life,Core,91494657.51,88405250.09
R021,2022,Social & Community Participation,Core,96339997.57,91211655.56
R021,2022,Consumables,Core,19176648.21,17737304.62
R021,2022,Transport,Core,74218924.69,68818020.0
R021,2022,Support Coordination,Capacity Building,110050426.3,92890309.31
R021,2022,Improved Daily Living,Capacity Building,72278674.17,70279754.43
R021,2022,Finding & Keeping a Job,Capacity Building,100878051.83,77218128.93
R021,2022,Improved Health & Wellbeing,Capacity Building,135588088.31,132876326.54
R021,2022,Assistive Technology,Capital,57905781.98,49661972.75
R021,2022,Home Modifications,Capital,13155971.52,10237545.32
R021,2023,Assistance with Daily Life,Core,110467083.35,108257741.68
R021,2023,Social & Community Participation,Core,110387012.16,105551840.44
R021,2023,Consumables,Core,21736356.29,20932733.98
R021,2023,Transport,Core,89816317.28,84444840.91
R021,2023,Support Coordination,Capacity Building,99158378.47,88855353.85
R021,2023,Improved Daily Living,Capacity Building,65752615.79,59674221.16
R021,2023,Finding & Keeping a Job,Capacity Building,113015775.41,91259845.49
R021,2023,Improved Health & Wellbeing,Capacity Building,161783150.09,147369789.85
R021,2023,Assistive Technology,Capital,70674189.04,56517253.36
R021,2023,Home Modifications,Capital,14300509.96,10860543.83
R021,2024,Assistance with Daily Life,Core,125554413.77,119129259.1
R021,2024,Social & Community Participation,Core,120821185.66,116670746.59
R021,2024,Consumables,Core,24445855.55,23956938.44
R021,2024,Transport,Core,70727697.18,69313143.23
R021,2024,Support Coordination,Capacity Building,98889531.35,82940398.57
R021,2024,Improved Daily Living,Capacity Building,76576731.67,73395445.96
R021,2024,Finding & Keeping a Job,Capacity Building,122772691.42,101059429.39
R021,2024,Improved Health & Wellbeing,Capacity Building,204625215.43,198863991.76
R021,2024,Assistive Technology,Capital,81521476.43,71149647.86
R021,2024,Home Modifications,Capital,20388924.23,15393177.47
R022,2020,Assistance with Daily Life,Core,50704097.19,41405826.21
R022,2020,Social & Community Participation,Core,50663654.67,40775139.87
R022,2020,Consumables,Core,9783753.82,8336175.64
R022,2020,Transport,Core,36164329.5,28891807.24
R022,2020,Support Coordination,Capacity Building,37887027.83,28407068.62
R022,2020,Improved Daily Living,Capacity Building,26297749.15,22140682.53
R022,2020,Finding & Keeping a Job,Capacity Building,54592100.32,38890701.95
R022,2020,Improved Health & Wellbeing,Capacity Building,86056671.53,68129792.64
R022,2020,Assistive Technology,Capital,29755220.86,21941640.53
R022,2020,Home Modifications,Capital,5622370.31,3490007.94
R022,2021,Assistance with Daily Life,Core,43578255.15,37731285.12
R022,2021,Social & Community Participation,Core,52115229.1,44263083.73
R022,2021,Consumables,Core,11707439.84,9888019.65
R022,2021,Transport,Core,43117243.31,34597755.61
R022,2021,Support Coordination,Capacity Building,42554115.99,33003534.75
R022,2021,Improved Daily Living,Capacity Building,33129848.93,26725542.1
R022,2021,Finding & Keeping a Job,Capacity Building,49161668.82,35380815.0
R022,2021,Improved Health & Wellbeing,Capacity Building,84612868.29,73439843.54
R022,2021,Assistive Technology,Capital,38593659.28,29233903.66
R022,2021,Home Modifications,Capital,8054821.18,5598704.63
R022,2022,Assistance with Daily Life,Core,48443506.42,39250983.7
R022,2022,Social & Community Participation,Core,68500130.84,59623218.08
R022,2022,Consumables,Core,11588269.81,9447732.02
R022,2022,Transport,Core,48723875.11,39653222.79
R022,2022,Support Coordination,Capacity Building,57311920.28,41203252.62
R022,2022,Improved Daily Living,Capacity Building,43207359.83,34192952.31
R022,2022,Finding & Keeping a Job,Capacity Building,64313661.34,43473097.85
R022,2022,Improved Health & Wellbeing,Capacity Building,72273620.91,58540792.33
R022,2022,Assistive Technology,Capital,41244990.02,30623256.48
R022,2022,Home Modifications,Capital,6948297.02,4758392.35
R022,2023,Assistance with Daily Life,Core,62249442.65,52502999.67
R022,2023,Social & Community Participation,Core,67088844.9,54848233.63
R022,2023,Consumables,Core,13294311.88,11429256.08
R022,2023,Transport,Core,39978523.22,32965397.05
R022,2023,Support Coordination,Capacity Building,54451125.66,39516755.2
R022,2023,Improved Daily Living,Capacity Building,43705514.99,36209692.91
R022,2023,Finding & Keeping a Job,Capacity Building,60402529.26,41129002.05
R022,2023,Improved Health & Wellbeing,Capacity Building,94252901.82,82129577.8
R022,2023,Assistive Technology,Capital,39033224.74,29427959.63
R022,2023,Home Modifications,Capital,9042048.83,6045121.51
R022,2024,Assistance with Daily Life,Core,67136432.38,54582326.4
R022,2024,Social & Community Participation,Core,71588792.33,59954817.05
R022,2024,Consumables,Core,11568164.66,9223368.4
R022,2024,Transport,Core,44622984.97,38423085.75
R022,2024,Support Coordination,Capacity Building,67205287.45,52529156.0
R022,2024,Improved Daily Living,Capacity Building,45541140.88,37164919.69
R022,2024,Finding & Keeping a Job,Capacity Building,56279039.96,40551684.45
R022,2024,Improved Health & Wellbeing,Capacity Building,117159173.99,101800933.47
R022,2024,Assistive Technology,Capital,48908760.36,35693080.03
R022,2024,Home Modifications,Capital,9115699.27,6100946.65
R023,2020,Assistance with Daily Life,Core,16848183.81,10605363.61
R023,2020,Social & Community Participation,Core,18458043.72,11100704.43
R023,2020,Consumables,Core,4465232.29,2734583.45
R023,2020,Transport,Core,15857308.32,9682012.39
R023,2020,Support Coordination,Capacity Building,16160727.5,9187786.09
R023,2020,Improved Daily Living,Capacity Building,10869353.55,6509633.89
R023,2020,Finding & Keeping a Job,Capacity Building,22201852.23,11966205.54
R023,2020,Improved Health & Wellbeing,Capacity Building,29606204.1,18979429.0
R023,2020,Assistive Technology,Capital,12554014.19,6530964.58
R023,2020,Home Modifications,Capital,2806943.92,1443901.88
R023,2021,Assistance with Daily Life,Core,20885959.3,13399660.93
R023,2021,Social & Community Participation,Core,23797578.06,14910266.0
R023,2021,Consumables,Core,5155423.65,3030542.84
R023,2021,Transport,Core,13599704.72,8210044.88
R023,2021,Support Coordination,Capacity Building,20899042.48,12044681.63
R023,2021,Improved Daily Living,Capacity Building,16170244.46,10075416.33
R023,2021,Finding & Keeping a Job,Capacity Building,23187390.19,12185749.31
R023,2021,Improved Health & Wellbeing,Capacity Building,35172124.38,22369404.68
R023,2021,Assistive Technology,Capital,14273445.52,7636526.95
R023,2021,Home Modifications,Capital,2607542.06,1232548.45
R023,2022,Assistance with Daily Life,Core,26810868.14,17877035.86
R023,2022,Social & Community Participation,Core,23915352.93,15154736.5
R023,2022,Consumables,Core,4500176.17,2957461.66
R023,2022,Transport,Core,19111934.04,12167687.89
R023,2022,Support Coordination,Capacity Building,27021874.96,16276285.88
R023,2022,Improved Daily Living,Capacity Building,14376229.31,9244881.12
R023,2022,Finding & Keeping a Job,Capacity Building,29865991.01,16827042.11
R023,2022,Improved Health & Wellbeing,Capacity Building,33080163.88,21445346.81
R023,2022,Assistive Technology,Capital,16254380.35,8929779.96
R023,2022,Home Modifications,Capital,4104366.81,2007773.2
R023,2023,Assistance with Daily Life,Core,24073542.46,16127357.68
R023,2023,Social & Community Participation,Core,31414573.9,20166123.09
R023,2023,Consumables,Core,6380639.18,3984105.1
R023,2023,Transport,Core,20703964.38,12859045.62
R023,2023,Support Coordination,Capacity Building,21361731.48,12187320.94
R023,2023,Improved Daily Living,Capacity Building,20793616.48,13713474.25
R023,2023,Finding & Keeping a Job,Capacity Building,32399447.94,18448035.03
R023,2023,Improved Health & Wellbeing,Capacity Building,48606115.51,31954161.49
R023,2023,Assistive Technology,Capital,14797233.57,8715348.5
R023,2023,Home Modifications,Capital,4823111.83,2352190.79
R023,2024,Assistance with Daily Life,Core,30079653.65,18822095.22
R023,2024,Social & Community Participation,Core,39178690.28,26605827.6
R023,2024,Consumables,Core,8316852.11,5631432.08
R023,2024,Transport,Core,24368863.32,16319154.65
R023,2024,Support Coordination,Capacity Building,30151439.06,18382490.46
R023,2024,Improved Daily Living,Capacity Building,25219350.68,15636257.63
R023,2024,Finding & Keeping a Job,Capacity Building,37529417.41,19949672.89
R023,2024,Improved Health & Wellbeing,Capacity Building,41967329.74,28456978.23
R023,2024,Assistive Technology,Capital,19746686.85,10851831.11
R023,2024,Home Modifications,Capital,5175870.38,2713352.22
R024,2020,Assistance with Daily Life,Core,21107329.94,13710452.38
R024,2020,Social & Community Participation,Core,20897452.87,13665624.95
R024,2020,Consumables,Core,4334278.8,2791116.75
R024,2020,Transport,Core,14640124.01,9802141.64
R024,2020,Support Coordination,Capacity Building,14786093.43,9154952.88
R024,2020,Improved Daily Living,Capacity Building,10736029.93,7171319.12
R024,2020,Finding & Keeping a Job,Capacity Building,27094707.71,15520954.5
R024,2020,Improved Health & Wellbeing,Capacity Building,34671997.68,23289290.04
R024,2020,Assistive Technology,Capital,13115690.86,7801514.73
R024,2020,Home Modifications,Capital,2852072.38,1583001.21
R024,2021,Assistance with Daily Life,Core,21184635.91,14400809.37
R024,2021,Social & Community Participation,Core,22798753.44,15731216.72
R024,2021,Consumables,Core,3940196.81,2784120.75
R024,2021,Transport,Core,14579741.45,10368721.05
R024,2021,Support Coordination,Capacity Building,17927652.86,11425583.43
R024,2021,Improved Daily Living,Capacity Building,14929943.28,9643587.44
R024,2021,Finding & Keeping a Job,Capacity Building,25157774.72,13854905.38
R024,2021,Improved Health & Wellbeing,Capacity Building,34631217.25,23004520.44
R024,2021,Assistive Technology,Capital,16120026.89,9217932.26
R024,2021,Home Modifications,Capital,2538797.67,1379871.48
R024,2022,Assistance with Daily Life,Core,24901591.3,17647246.8
R024,2022,Social & Community Participation,Core,19945305.6,14581924.13
R024,2022,Consumables,Core,5134704.33,3606342.26
R024,2022,Transport,Core,20267475.81,14645040.1
R024,2022,Support Coordination,Capacity Building,18718313.03,11917843.22
R024,2022,Improved Daily Living,Capacity Building,17764348.78,12835640.86
R024,2022,Finding & Keeping a Job,Capacity Building,28275940.31,16934514.55
R024,2022,Improved Health & Wellbeing,Capacity Building,38929393.62,27345029.95
R024,2022,Assistive Technology,Capital,13101961.88,8443492.7
R024,2022,Home Modifications,Capital,3820754.47,2081848.44
R024,2023,Assistance with Daily Life,Core,24138459.39,15941474.88
R024,2023,Social & Community Participation,Core,24953303.84,16927681.96
R024,2023,Consumables,Core,6205939.71,4433639.27
R024,2023,Transport,Core,19145331.23,13129236.98
R024,2023,Support Coordination,Capacity Building,22563404.62,13749294.32
R024,2023,Improved Daily Living,Capacity Building,14581556.96,10084696.66
R024,2023,Finding & Keeping a Job,Capacity Building,29935470.57,18360518.48
R024,2023,Improved Health & Wellbeing,Capacity Building,42619785.56,30294732.75
R024,2023,Assistive Technology,Capital,16150204.9,9363677.18
R024,2023,Home Modifications,Capital,4166055.52,2253917.04
R024,2024,Assistance with Daily Life,Core,28580061.14,18841256.17
R024,2024,Social & Community Participation,Core,28436754.06,20165351.45
R024,2024,Consumables,Core,5966300.46,3994592.16
R024,2024,Transport,Core,16515039.84,11844127.71
R024,2024,Support Coordination,Capacity Building,27002637.65,16208580.74
R024,2024,Improved Daily Living,Capacity Building,15152682.54,10533009.72
R024,2024,Finding & Keeping a Job,Capacity Building,28604636.64,16135133.14
R024,2024,Improved Health & Wellbeing,Capacity Building,37311058.37,26426357.11
R024,2024,Assistive Technology,Capital,18177796.22,10793543.25
R024,2024,Home Modifications,Capital,3637160.5,2057858.27
R025,2020,Assistance with Daily Life,Core,83908919.73,76425560.1
R025,2020,Social & Community Participation,Core,110701220.46,105165958.75
R025,2020,Consumables,Core,17569705.39,15275649.36
R025,2020,Transport,Core,61187362.0,53538771.05
R025,2020,Support Coordination,Capacity Building,105860648.48,88359932.91
R025,2020,Improved Daily Living,Capacity Building,52103610.05,48255627.89
R025,2020,Finding & Keeping a Job,Capacity Building,102133978.48,78657676.33
R025,2020,Improved Health & Wellbeing,Capacity Building,161552552.45,147526518.7
R025,2020,Assistive Technology,Capital,61872655.27,51041713.82
R025,2020,Home Modifications,Capital,13176784.19,9793431.96
R025,2021,Assistance with Daily Life,Core,135229030.5,121011127.15
R025,2021,Social & Community Participation,Core,103076698.37,98475901.59
R025,2021,Consumables,Core,24973693.62,24302989.98
R025,2021,Transport,Core,72969879.49,69395812.0
R025,2021,Support Coordination,Capacity Building,119351480.52,102298126.52
R025,2021,Improved Daily Living,Capacity Building,89157366.97,80670526.14
R025,2021,Finding & Keeping a Job,Capacity Building,122139912.24,98545955.27
R025,2021,Improved Health & Wellbeing,Capacity Building,168561346.63,152916866.34
R025,2021,Assistive Technology,Capital,64636399.93,54891818.83
R025,2021,Home Modifications,Capital,20249186.94,14952740.88
R025,2022,Assistance with Daily Life,Core,119704448.43,108985734.51
R025,2022,Social & Community Participation,Core,120980983.49,116100100.69
R025,2022,Consumables,Core,22077059.32,21635518.14
R025,2022,Transport,Core,89139383.2,86317224.16
R025,2022,Support Coordination,Capacity Building,104386011.73,90349023.01
R025,2022,Improved Daily Living,Capacity Building,82764875.74,81109578.22
R025,2022,Finding & Keeping a Job,Capacity Building,135698259.26,108746436.99
R025,2022,Improved Health & Wellbeing,Capacity Building,191362774.92,174205017.65
R025,2022,Assistive Technology,Capital,67530472.66,57845295.69
R025,2022,Home Modifications,Capital,18509929.33,14051681.7
R025,2023,Assistance with Daily Life,Core,118208166.4,110221063.38
R025,2023,Social & Community Participation,Core,145144526.49,140138587.96
R025,2023,Consumables,Core,24989350.5,24489563.49
R025,2023,Transport,Core,98297249.39,96331304.4
R025,2023,Support Coordination,Capacity Building,131615950.48,119562566.18
R025,2023,Improved Daily Living,Capacity Building,96307460.3,89795530.99
R025,2023,Finding & Keeping a Job,Capacity Building,137217610.3,110332854.62
R025,2023,Improved Health & Wellbeing,Capacity Building,220460226.68,210761287.88
R025,2023,Assistive Technology,Capital,75669855.36,61161210.02
R025,2023,Home Modifications,Capital,22240840.5,17616187.11
R025,2024,Assistance with Daily Life,Core,154545394.99,151454487.09
R025,2024,Social & Community Participation,Core,144413104.39,138234437.81
R025,2024,Consumables,Core,32760881.56,32105663.93
R025,2024,Transport,Core,113027327.05,110761196.3
R025,2024,Support Coordination,Capacity Building,128243232.71,114148838.37
R025,2024,Improved Daily Living,Capacity Building,82746232.47,80624905.0
R025,2024,Finding & Keeping a Job,Capacity Building,158810501.42,131226321.67
R025,2024,Improved Health & Wellbeing,Capacity Building,242085747.02,219988962.35
R025,2024,Assistive Technology,Capital,95058914.32,77276677.25
R025,2024,Home Modifications,Capital,23448474.01,17878011.42
R026,2020,Assistance with Daily Life,Core,74194986.28,63650958.31
R026,2020,Social & Community Participation,Core,83027301.1,69711485.11
R026,2020,Consumables,Core,16550144.67,13242756.6
R026,2020,Transport,Core,50493744.28,42199958.23
R026,2020,Support Coordination,Capacity Building,72133029.35,55684917.73
R026,2020,Improved Daily Living,Capacity Building,48890525.06,39574778.97
R026,2020,Finding & Keeping a Job,Capacity Building,98085029.18,72657273.45
R026,2020,Improved Health & Wellbeing,Capacity Building,124312554.42,99542873.65
R026,2020,Assistive Technology,Capital,47571512.68,35230127.96
R026,2020,Home Modifications,Capital,10825441.81,7066082.88
R026,2021,Assistance with Daily Life,Core,64630194.24,54174322.31
R026,2021,Social & Community Participation,Core,95410923.17,79275932.68
R026,2021,Consumables,Core,19667936.34,17475871.57
R026,2021,Transport,Core,61928340.11,55383489.9
R026,2021,Support Coordination,Capacity Building,81326826.53,62630821.81
R026,2021,Improved Daily Living,Capacity Building,51515248.52,45488415.88
R026,2021,Finding & Keeping a Job,Capacity Building,105378974.3,78967658.92
R026,2021,Improved Health & Wellbeing,Capacity Building,109181105.16,97691573.06
R026,2021,Assistive Technology,Capital,54978419.45,42432796.81
R026,2021,Home Modifications,Capital,11326472.6,7561654.28
R026,2022,Assistance with Daily Life,Core,116417445.58,104939926.79
R026,2022,Social & Community Participation,Core,85008306.71,72652146.69
R026,2022,Consumables,Core,24969988.21,21851848.43
R026,2022,Transport,Core,60117417.64,50563253.19
R026,2022,Support Coordination,Capacity Building,84029681.06,64602090.53
R026,2022,Improved Daily Living,Capacity Building,60591018.09,54184029.23
R026,2022,Finding & Keeping a Job,Capacity Building,130725474.6,99695796.95
R026,2022,Improved Health & Wellbeing,Capacity Building,144154058.16,131015316.48
R026,2022,Assistive Technology,Capital,74250546.02,55423222.05
R026,2022,Home Modifications,Capital,14324174.96,10144453.02
R026,2023,Assistance with Daily Life,Core,83076888.8,70530337.39
R026,2023,Social & Community Participation,Core,84966775.77,76667187.4
R026,2023,Consumables,Core,25867968.61,21800274.37
R026,2023,Transport,Core,62465322.33,56059086.81
R026,2023,Support Coordination,Capacity Building,107125421.92,81811938.12
R026,2023,Improved Daily Living,Capacity Building,55747376.69,49539122.62
R026,2023,Finding & Keeping a Job,Capacity Building,133428148.0,102869773.74
R026,2023,Improved Health & Wellbeing,Capacity Building,189748427.39,173708938.58
R026,2023,Assistive Technology,Capital,55132109.32,41885250.85
R026,2023,Home Modifications,Capital,16149436.92,10868967.15
R026,2024,Assistance with Daily Life,Core,111940076.04,95363402.73
R026,2024,Social & Community Participation,Core,122913610.61,107865733.32
R026,2024,Consumables,Core,23843499.3,21947237.27
R026,2024,Transport,Core,106991852.98,98316414.72
R026,2024,Support Coordination,Capacity Building,110836969.05,92767696.87
R026,2024,Improved Daily Living,Capacity Building,98775590.22,84091751.45
R026,2024,Finding & Keeping a Job,Capacity Building,158071005.1,121620113.37
R026,2024,Improved Health & Wellbeing,Capacity Building,173129383.04,158523245.99
R026,2024,Assistive Technology,Capital,78107400.14,60168602.14
R026,2024,Home Modifications,Capital,22036785.8,15529518.77
R027,2020,Assistance with Daily Life,Core,6448639.53,3828845.95
R027,2020,Social & Community Participation,Core,5892706.41,3704918.77
R027,2020,Consumables,Core,1596710.56,954505.34
R027,2020,Transport,Core,5553608.46,3462991.02
R027,2020,Support Coordination,Capacity Building,6223233.97,3508943.61
R027,2020,Improved Daily Living,Capacity Building,4967953.74,2845692.26
R027,2020,Finding & Keeping a Job,Capacity Building,7128689.68,3683629.76
R027,2020,Improved Health & Wellbeing,Capacity Building,8899416.05,5370380.72
R027,2020,Assistive Technology,Capital,4917981.63,2653280.14
R027,2020,Home Modifications,Capital,786649.29,385256.36
R027,2021,Assistance with Daily Life,Core,6345891.33,4168712.91
R027,2021,Social & Community Participation,Core,6424855.17,4002282.05
R027,2021,Consumables,Core,1203271.95,747396.57
R027,2021,Transport,Core,4295747.3,2634494.19
R027,2021,Support Coordination,Capacity Building,7364307.75,4062357.75
R027,2021,Improved Daily Living,Capacity Building,5395455.49,3508771.27
R027,2021,Finding & Keeping a Job,Capacity Building,9213106.0,5113994.76
R027,2021,Improved Health & Wellbeing,Capacity Building,9229344.73,5968184.22
R027,2021,Assistive Technology,Capital,4402484.37,2569161.68
R027,2021,Home Modifications,Capital,908074.38,450613.71
R027,2022,Assistance with Daily Life,Core,7520314.62,5085213.27
R027,2022,Social & Community Participation,Core,7086726.08,4560416.66
R027,2022,Consumables,Core,1447252.55,914594.12
R027,2022,Transport,Core,6539796.11,4169719.45
R027,2022,Support Coordination,Capacity Building,5447208.41,3020854.08
R027,2022,Improved Daily Living,Capacity Building,4069533.81,2700852.2
R027,2022,Finding & Keeping a Job,Capacity Building,9295014.81,5211756.34
R027,2022,Improved Health & Wellbeing,Capacity Building,12811852.8,8240601.23
R027,2022,Assistive Technology,Capital,5553569.34,3046657.79
R027,2022,Home Modifications,Capital,938957.52,486759.17
R027,2023,Assistance with Daily Life,Core,8704236.45,5861682.21
R027,2023,Social & Community Participation,Core,8995223.76,5800611.92
R027,2023,Consumables,Core,1437606.94,967091.07
R027,2023,Transport,Core,6370194.04,4080646.24
R027,2023,Support Coordination,Capacity Building,7488607.01,4225050.21
R027,2023,Improved Daily Living,Capacity Building,5360749.61,3646538.36
R027,2023,Finding & Keeping a Job,Capacity Building,10241626.05,5497319.6
R027,2023,Improved Health & Wellbeing,Capacity Building,12223404.64,7667045.39
